at,delay,stddev,min_link_cap,max_link_cap,queue_capacity,hops,dropratio,route
84400000,10043,52.82,19376824.50,89420160.00,100,3,0.00,1
84600000,10025,50.80,19376824.50,89420160.00,100,3,0.00,1
84800000,10061,70.07,19420184.40,89420160.00,100,3,0.00,1
85000000,10081,74.96,19376824.50,89376800.00,100,3,0.00,1
85200000,10060,69.96,19376824.50,89420160.00,100,3,0.00,1
85400000,10099,94.95,19420184.40,89420160.00,100,3,0.00,1
85600000,10083,84.21,19420184.40,89420160.00,100,3,0.00,1
85800000,10048,59.18,19376824.50,89420160.00,100,3,0.00,1
86000000,10030,55.00,19376824.50,89420160.00,100,3,0.00,1
86200000,10068,74.47,19420184.40,89420160.00,100,3,0.00,1
86400000,10091,78.03,19376824.50,89376800.00,100,3,0.00,1
86600000,10068,74.61,19376824.50,89420160.00,100,3,0.00,1
86800000,10107,100.21,19420184.40,89420160.00,100,3,0.00,1
87000000,10043,52.82,19420184.40,89420160.00,100,3,0.00,1
87200000,10053,65.53,19376824.50,89376800.00,100,3,0.00,1
87400000,10038,58.24,19376824.50,89420160.00,100,3,0.00,1
87600000,10076,79.24,19420184.40,89420160.00,100,3,0.00,1
87800000,10101,81.18,19376824.50,89376800.00,100,3,0.00,1
88000000,10076,79.50,19376824.50,89420160.00,100,3,0.00,1
88200000,10066,90.40,19420184.40,89420160.00,100,3,0.00,1
88400000,10048,59.18,19420184.40,89420160.00,100,3,0.00,1
88600000,10061,70.07,19376824.50,89376800.00,100,3,0.00,1
88800000,10045,61.50,19376824.50,89420160.00,100,3,0.00,1
89000000,10083,84.33,19420184.40,89420160.00,100,3,0.00,1
89200000,10112,84.53,19376824.50,89376800.00,100,3,0.00,1
89400000,10083,84.21,19376824.50,89420160.00,100,3,0.00,1
89600000,10022,45.61,19376824.50,89420160.00,100,3,0.00,1
89800000,10053,65.53,19420184.40,89420160.00,100,3,0.00,1
90000000,10071,72.39,19376824.50,89376800.00,100,3,0.00,1
90200000,10053,65.59,19376824.50,89420160.00,100,3,0.00,1
90400000,10091,89.57,19420184.40,89420160.00,100,3,0.00,1
90600000,10122,87.82,19376824.50,89376800.00,100,3,0.00,1
90800000,10043,52.82,19376824.50,89420160.00,100,3,0.00,1
91000000,10025,50.80,19376824.50,89420160.00,100,3,0.00,1
91200000,10061,70.07,19420184.40,89420160.00,100,3,0.00,1
91400000,10081,74.96,19376824.50,89376800.00,100,3,0.00,1
91600000,10060,69.96,19376824.50,89420160.00,100,3,0.00,1
91800000,10099,94.95,19420184.40,89420160.00,100,3,0.00,1
92000000,10083,84.21,19420184.40,89420160.00,100,3,0.00,1
92200000,10048,59.18,19376824.50,89420160.00,100,3,0.00,1
92400000,10030,55.00,19376824.50,89420160.00,100,3,0.00,1
92600000,10068,74.47,19420184.40,89420160.00,100,3,0.00,1
92800000,10091,78.03,19376824.50,89376800.00,100,3,0.00,1
93000000,10068,74.61,19376824.50,89420160.00,100,3,0.00,1
93200000,10107,100.21,19420184.40,89420160.00,100,3,0.00,1
93400000,10043,52.82,19420184.40,89420160.00,100,3,0.00,1
93600000,10053,65.53,19376824.50,89376800.00,100,3,0.00,1
93800000,10038,58.24,19376824.50,89420160.00,100,3,0.00,1
94000000,10076,79.24,19420184.40,89420160.00,100,3,0.00,1
94200000,10101,81.18,19376824.50,89376800.00,100,3,0.00,1
94400000,10076,79.50,19376824.50,89420160.00,100,3,0.00,1
94600000,10066,90.40,19420184.40,89420160.00,100,3,0.00,1
94800000,10048,59.18,19420184.40,89420160.00,100,3,0.00,1
95000000,10061,70.07,19376824.50,89376800.00,100,3,0.00,1
95200000,10045,61.50,19376824.50,89420160.00,100,3,0.00,1
95400000,10083,84.33,19420184.40,89420160.00,100,3,0.00,1
95600000,10112,84.53,19376824.50,89376800.00,100,3,0.00,1
95800000,10083,84.21,19376824.50,89420160.00,100,3,0.00,1
96000000,10022,45.61,19376824.50,89420160.00,100,3,0.00,1
96200000,10053,65.53,19420184.40,89420160.00,100,3,0.00,1
96400000,10071,72.39,19376824.50,89376800.00,100,3,0.00,1
96600000,10053,65.59,19376824.50,89420160.00,100,3,0.00,1
96800000,10091,89.57,19420184.40,89420160.00,100,3,0.00,1
97000000,10122,87.82,19376824.50,89376800.00,100,3,0.00,1
97200000,10043,52.82,19376824.50,89420160.00,100,3,0.00,1
97400000,10025,50.80,19376824.50,89420160.00,100,3,0.00,1
97600000,10061,70.07,19420184.40,89420160.00,100,3,0.00,1
97800000,10081,74.96,19376824.50,89376800.00,100,3,0.00,1
98000000,10060,69.96,19376824.50,89420160.00,100,3,0.00,1
98200000,10099,94.95,19420184.40,89420160.00,100,3,0.00,1
98400000,10083,84.21,19420184.40,89420160.00,100,3,0.00,1
98600000,10048,59.18,19376824.50,89420160.00,100,3,0.00,1
98800000,10030,55.00,19376824.50,89420160.00,100,3,0.00,1
99000000,10068,74.47,19420184.40,89420160.00,100,3,0.00,1
99200000,10091,78.03,19376824.50,89376800.00,100,3,0.00,1
99400000,10068,74.61,19376824.50,89420160.00,100,3,0.00,1
99600000,10107,100.21,19420184.40,89420160.00,100,3,0.00,1
99800000,10043,52.82,19506904.20,89506880.00,100,3,0.00,1
100000000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
100200000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
100400000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
100600000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
100800000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
101000000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
101200000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
101400000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
101600000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
101800000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
102000000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
102200000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
102400000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
102600000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
102800000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
103000000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
103200000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
103400000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
103600000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
103800000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
104000000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
104200000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
104400000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
104600000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
104800000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
105000000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
105200000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
105400000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
105600000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
105800000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
106000000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
106200000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
106400000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
106600000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
106800000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
107000000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
107200000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
107400000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
107600000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
107800000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
108000000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
108200000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
108400000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
108600000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
108800000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
109000000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
109200000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
109400000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
109600000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
109800000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
110000000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
110200000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
110400000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
110600000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
110800000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
111000000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
111200000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
111400000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
111600000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
111800000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
112000000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
112200000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
112400000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
112600000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
112800000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
113000000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
113200000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
113400000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
113600000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
113800000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
114000000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
114200000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
114400000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
114600000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
114800000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
115000000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
115200000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
115400000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
115600000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
115800000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
116000000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
116200000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
116400000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
116600000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
116800000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
117000000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
117200000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
117400000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
117600000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
117800000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
118000000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
118200000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
118400000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
118600000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
118800000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
119000000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
119200000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
119400000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
119600000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
119800000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
